Plant name,Leaf shape,Margin,Surface texture,Leaf arrangement,Apex,Base,Leaf type,Venation,Petiole,Cross-section,Internal tissue,Orientation,Aroma,Color,Thickness,Size category
Rose,Ovate,Crenate,Smooth,Alternate,Acuminate,Truncate,Compound,Reticulate,Present,Flat,Homogeneous,Upright,Sweet,Dark green,Thin,Medium
Rose,Ovate,Serrate,Smooth,Alternate,Acute,Cuneate,Compound,Reticulate,Present,Flat,Homogeneous,Upright,Fragrant,Green,Thin,Medium
Rose,Elliptical,Crenate,Glossy,Alternate,Acuminate,Cuneate,Compound,Reticulate,Present,Flat,Collenchymatous,Spreading,Floral,Dark green,Moderate,Medium
Rose,Elliptical,Crenate,Smooth,Alternate,Acute,Cordate,Compound,Reticulate,Present,Flat,Parenchymatous,Spreading,Fragrant,Bright green,Moderate,Medium
Rose,Lanceolate,Serrate,Smooth,Alternate,Obtuse,Cordate,Compound,Reticulate,Present,Flat,Homogeneous,Upright,Floral,Green,Thin,Medium
Rose,Elliptical,Serrate,Glossy,Alternate,Obtuse,Truncate,Compound,Reticulate,Present,Flat,Collenchymatous,Spreading,Floral,Green,Moderate,Medium
Rose,Elliptical,Dentate,Smooth,Alternate,Acute,Truncate,Compound,Reticulate,Present,Flat,Homogeneous,Horizontal,Floral,Bright green,Moderate,Small
Rose Apple,Ovate,Entire,Glossy,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Erect,Fruity,Dark green,Moderate,Medium
Rose Apple,Ovate,Entire,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Erect,Fruity,Olive green,Moderate,Medium
Rose Apple,Elliptical,Crenate,Glossy,Opposite,Obtuse,Truncate,Simple,Reticulate,Present,Flat,Homogeneous,Erect,Sweet,Light green,Moderate,Medium
Rose Apple,Ovate,Entire,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Erect,Aromatic,Bright green,Thick,Medium
Rose Apple,Ovate,Entire,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Erect,Floral,Dark green,Moderate,Medium
Rose Apple,Ovate,Entire,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Erect,Fruity,Green,Thick,Medium
Rose Apple,Elliptical,Serrate,Glossy,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Upright,Sweet,Dark green,Moderate,Small
Rose Apple,Lanceolate,Entire,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchymatous,Spreading,Sweet,Olive green,Moderate,Medium
Rose Apple,Ovate,Serrate,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchymatous,Erect,Raw,Light green,Moderate,Medium
Rose Apple,Ovate,Dentate,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchymatous,Upright,Floral,Light green,Moderate,Medium
Rose Apple,Ovate,Dentate,Glossy,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Erect,Raw,Olive green,Moderate,Medium
Rose Apple,Elliptical,Serrate,Smooth,Opposite,Obtuse,Truncate,Simple,Reticulate,Present,Flat,Parenchymatous,Horizontal,Sweet,Bright green,Moderate,Medium
Rose Apple,Lanceolate,Crenate,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Spreading,Floral,Bright green,Thick,Medium
Rose Apple,Elliptical,Entire,Glossy,Opposite,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Parenchymatous,Spreading,Floral,Light green,Moderate,Medium
Rose Apple,Lanceolate,Entire,Smooth,Opposite,Acuminate,Cordate,Simple,Reticulate,Present,Flat,Homogeneous,Erect,Fruity,Dark green,Moderate,Small
Rose Apple,Ovate,Crenate,Smooth,Opposite,Acuminate,Cordate,Simple,Reticulate,Present,Flat,Parenchymatous,Horizontal,Sweet,Bright green,Moderate,Small
Rose Apple,Ovate,Entire,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Spreading,Aromatic,Dark green,Moderate,Medium
Rose Apple,Ovate,Entire,Glossy,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Homogeneous,Spreading,Floral,Light green,Moderate,Medium
Rose Apple,Ovate,Crenate,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchymatous,Upright,Raw,Bright green,Moderate,Small
Rose Apple,Lanceolate,Crenate,Smooth,Opposite,Acute,Cordate,Simple,Reticulate,Present,Flat,Homogeneous,Upright,Floral,Light green,Moderate,Small
Roxburgh Fig,Ovate,Undulate,Leathery,Alternate,Obtuse,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Green,Thick,Large
Roxburgh Fig,Ovate,Entire,Glabrous,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Dark green,Thick,Large
Roxburgh Fig,Elliptic,Undulate,Glossy,Alternate,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Dark green,Thick,Large
Roxburgh Fig,Ovate,Entire,Smooth,Alternate,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thick,Large
Roxburgh Fig,Elliptic,Undulate,Leathery,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,,Dark green,Thick,Large
Roxburgh Fig,Ovate,Undulate,Smooth,Alternate,Obtuse,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Green,Thick,Large
Roxburgh Fig,Elliptic,Undulate,Glossy,Alternate,Obtuse,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Green,Thick,Large
Roxburgh Fig,Ovate,Undulate,Leathery,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Green,Medium,Medium
Roxburgh Fig,Ovate,Undulate,Leathery,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thick,Medium
Roxburgh Fig,Elliptic,Entire,Smooth,Alternate,Obtuse,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,,Green,Thick,Large
Roxburgh Fig,Ovate,Entire,Smooth,Alternate,Acuminate,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Green,Thick,Large
Roxburgh Fig,Ovate,Undulate,Glossy,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,,Green,Medium,Medium
Roxburgh Fig,Ovate,Undulate,Glabrous,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thick,Large
Roxburgh Fig,Elliptic,Crenate,Glossy,Alternate,Acuminate,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,,Dark green,Thick,Large
Roxburgh Fig,Elliptic,Undulate,Smooth,Alternate,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Medium,Medium
Roxburgh Fig,Elliptic,Entire,Smooth,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Green,Thick,Large
Roxburgh Fig,Elliptic,Crenate,Smooth,Alternate,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thick,Medium
Roxburgh Fig,Elliptic,Entire,Leathery,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,,Green,Thick,Medium
Roxburgh Fig,Ovate,Entire,Smooth,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Green,Thick,Large
Roxburgh Fig,Ovate,Entire,Leathery,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Green,Thick,Large
Sampige,Ovate,Undulate,Smooth,Opposite,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Green,Thin,Medium
Sampige,Oblong,Crenate,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Fragrant,Green,Medium,Medium
Sampige,Ovate,Entire,Glabrous,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Green,Medium,Medium
Sampige,Elliptic,Undulate,Glabrous,Opposite,Acuminate,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Fragrant,Green,Medium,Medium
Sampige,Ovate,Entire,Glossy,Opposite,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Fragrant,Dark green,Thin,Medium
Sampige,Elliptic,Entire,Smooth,Opposite,Acute,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Fragrant,Green,Thin,Medium
Sampige,Elliptic,Wavy,Glabrous,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Fragrant,Green,Medium,Medium
Sampige,Ovate,Wavy,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Green,Medium,Medium
Sampige,Elliptic,Crenate,Glabrous,Opposite,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Green,Medium,Medium
Sampige,Elliptic,Entire,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Dark green,Medium,Medium
Sampige,Elliptic,Crenate,Glabrous,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Green,Medium,Medium
Sampige,Oblong,Wavy,Glossy,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Dark green,Thin,Medium
Sampige,Oblong,Crenate,Glabrous,Opposite,Acute,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Fragrant,Green,Thin,Medium
Sampige,Ovate,Entire,Glabrous,Opposite,Acute,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Green,Medium,Medium
Sampige,Oblong,Undulate,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Green,Medium,Medium
Sampige,Ovate,Entire,Smooth,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Green,Medium,Medium
Sampige,Elliptic,Wavy,Glabrous,Opposite,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Fragrant,Dark green,Medium,Medium
Sampige,Oblong,Wavy,Glabrous,Opposite,Obtuse,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Fragrant,Green,Thin,Medium
Sampige,Elliptic,Crenate,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Fragrant,Green,Medium,Medium
Sampige,Oblong,Entire,Glossy,Opposite,Acute,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Fragrant,Green,Medium,Medium
Sandalwood,Elliptic,Undulate,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Vertical,Aromatic,Dark green,Thin,Medium
Sandalwood,Ovate,Entire,Smooth,Opposite,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Aromatic,Green,Medium,Medium
Sandalwood,Ovate,Entire,Glabrous,Opposite,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Aromatic,Green,Thin,Medium
Sandalwood,Ovate,Entire,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Aromatic,Light green,Thin,Medium
Sandalwood,Ovate,Wavy,Glabrous,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Aromatic,Light green,Thin,Medium
Sandalwood,Ovate,Entire,Smooth,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Aromatic,Dark green,Thin,Medium
Sandalwood,Ovate,Entire,Smooth,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Aromatic,Green,Thin,Medium
Sandalwood,Ovate,Wavy,Leathery,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Aromatic,Green,Thin,Medium
Sandalwood,Ovate,Wavy,Smooth,Opposite,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Vertical,Aromatic,Dark green,Thin,Medium
Sandalwood,Ovate,Entire,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Vertical,Aromatic,Light green,Thin,Medium
Sandalwood,Elliptic,Wavy,Smooth,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Aromatic,Green,Thin,Medium
Sandalwood,Ovate,Entire,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Aromatic,Light green,Thin,Medium
Sandalwood,Ovate,Entire,Smooth,Opposite,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Aromatic,Dark green,Thin,Medium
Sandalwood,Elliptic,Entire,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Vertical,Aromatic,Dark green,Medium,Medium
Sandalwood,Elliptic,Entire,Leathery,Opposite,Acute,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Aromatic,Green,Medium,Medium
Sandalwood,Ovate,Wavy,Glabrous,Opposite,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Aromatic,Light green,Thin,Medium
Sandalwood,Ovate,Undulate,Glabrous,Opposite,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Aromatic,Light green,Thin,Medium
Sandalwood,Ovate,Entire,Glabrous,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Vertical,Aromatic,Green,Medium,Medium
Sandalwood,Elliptic,Entire,Smooth,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Vertical,Aromatic,Green,Thin,Medium
Sandalwood,Ovate,Entire,Glabrous,Opposite,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Aromatic,Green,Thin,Medium
Sapota,Oblong,Undulate,Leathery,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Green,Thick,Large
Sapota,Oblong,Wavy,Leathery,Alternate,Obtuse,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Dark green,Thick,Large
Sapota,Ovate,Wavy,Leathery,Alternate,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Dark green,Thick,Large
Sapota,Oblong,Entire,Leathery,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Sapota,Ovate,Wavy,Smooth,Alternate,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Sapota,Ovate,Entire,Leathery,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Green,Thick,Large
Sapota,Ovate,Crenate,Glossy,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Green,Thick,Large
Sapota,Ovate,Entire,Glossy,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Dark green,Thick,Large
Sapota,Oblong,Entire,Leathery,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Dark green,Thick,Large
Sapota,Ovate,Wavy,Smooth,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Sweet,Dark green,Thick,Large
Sapota,Elliptic,Entire,Smooth,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Dark green,Thick,Large
Sapota,Oblong,Entire,Smooth,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Green,Thick,Large
Sapota,Oblong,Undulate,Leathery,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Dark green,Thick,Large
Sapota,Oblong,Entire,Smooth,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Green,Thick,Large
Sapota,Elliptic,Undulate,Glossy,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Dark green,Thick,Large
Sapota,Elliptic,Entire,Smooth,Alternate,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Sapota,Oblong,Entire,Glossy,Alternate,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Sapota,Ovate,Crenate,Smooth,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Green,Thick,Large
Sapota,Oblong,Entire,Leathery,Alternate,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Sapota,Ovate,Entire,Glossy,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Seethaashoka,Elliptic,Undulate,Leathery,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thin,Medium
Seethaashoka,Ovate,Crenate,Glossy,Alternate,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thin,Medium
Seethaashoka,Ovate,Wavy,Smooth,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,,Green,Thin,Medium
Seethaashoka,Elliptic,Undulate,Smooth,Alternate,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Green,Thin,Medium
Seethaashoka,Ovate,Entire,Glabrous,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thin,Medium
Seethaashoka,Oblong,Entire,Leathery,Alternate,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,,Green,Thin,Medium
Seethaashoka,Elliptic,Crenate,Smooth,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,,Light green,Thin,Medium
Seethaashoka,Ovate,Entire,Smooth,Alternate,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Dark green,Thin,Medium
Seethaashoka,Elliptic,Entire,Glossy,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,,Green,Thin,Medium
Seethaashoka,Elliptic,Entire,Glabrous,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,,Dark green,Thin,Medium
Seethaashoka,Oblong,Undulate,Smooth,Alternate,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Light green,Thin,Medium
Seethaashoka,Ovate,Crenate,Leathery,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,,Light green,Thin,Medium
Seethaashoka,Oblong,Entire,Smooth,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thin,Medium
Seethaashoka,Ovate,Entire,Smooth,Alternate,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Dark green,Thin,Medium
Seethaashoka,Elliptic,Wavy,Smooth,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,,Light green,Thin,Medium
Seethaashoka,Ovate,Entire,Leathery,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Dark green,Thin,Medium
Seethaashoka,Ovate,Entire,Glabrous,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thin,Medium
Seethaashoka,Oblong,Entire,Smooth,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,,Dark green,Thin,Medium
Seethaashoka,Ovate,Crenate,Leathery,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,,Green,Thin,Medium
Seethaashoka,Ovate,Wavy,Smooth,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,,Dark green,Thin,Medium
Seethapala,Oblong,Entire,Smooth,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Sweet,Green,Thick,Large
Seethapala,Ovate,Entire,Leathery,Alternate,Acuminate,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Seethapala,Ovate,Entire,Leathery,Alternate,Obtuse,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Sweet,Green,Thick,Large
Seethapala,Oblong,Entire,Leathery,Alternate,Acuminate,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Green,Thick,Large
Seethapala,Ovate,Crenate,Glabrous,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Green,Thick,Large
Seethapala,Oblong,Entire,Smooth,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Dark green,Thick,Large
Seethapala,Oblong,Entire,Glossy,Alternate,Obtuse,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Sweet,Green,Thick,Large
Seethapala,Oblong,Undulate,Smooth,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Seethapala,Ovate,Crenate,Glossy,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Sweet,Dark green,Thick,Large
Seethapala,Elliptic,Crenate,Leathery,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Seethapala,Ovate,Entire,Glossy,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Seethapala,Oblong,Undulate,Glabrous,Alternate,Acute,Truncate,Simple,Reticulate,Present,Flat,Collenchyma,Spreading,Sweet,Green,Thick,Large
Seethapala,Ovate,Entire,Glabrous,Alternate,Obtuse,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Sweet,Dark green,Thick,Large
Seethapala,Ovate,Entire,Leathery,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Dark green,Thick,Large
Seethapala,Ovate,Entire,Leathery,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Green,Thick,Large
Seethapala,Oblong,Entire,Leathery,Alternate,Acute,Cordate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Green,Thick,Large
Seethapala,Oblong,Entire,Smooth,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Sweet,Dark green,Thick,Large
Seethapala,Elliptic,Entire,Glabrous,Alternate,Obtuse,Truncate,Simple,Reticulate,Present,Flat,Parenchyma,Horizontal,Sweet,Green,Thick,Large
Seethapala,Elliptic,Entire,Smooth,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Parenchyma,Spreading,Sweet,Dark green,Thick,Large
Seethapala,Ovate,Crenate,Leathery,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Flat,Collenchyma,Horizontal,Sweet,Green,Thick,Large
Shiny-leaf prickly-ash,Ovate,Spiny,Glossy,Alternate,Acuminate,Cuneate,Compound,Pinnate,Present,Flat,Collenchyma,Horizontal,Aromatic,Green,Thick,Medium
Shiny-leaf prickly-ash,Elliptic,Undulate,Glabrous,Alternate,Acute,Cuneate,Compound,Pinnate,Present,Flat,Collenchyma,Spreading,Aromatic,Green,Medium,Medium
Shiny-leaf prickly-ash,Oblong,Dentate,Glossy,Alternate,Acute,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Spreading,Aromatic,Dark green,Thick,Medium
Shiny-leaf prickly-ash,Elliptic,Dentate,Glabrous,Alternate,Acute,Cordate,Compound,Pinnate,Present,Flat,Collenchyma,Horizontal,Aromatic,Green,Thick,Medium
Shiny-leaf prickly-ash,Oblong,Dentate,Glossy,Alternate,Acuminate,Cuneate,Compound,Pinnate,Present,Flat,Collenchyma,Spreading,Aromatic,Green,Thick,Medium
Shiny-leaf prickly-ash,Oblong,Crenate,Glabrous,Alternate,Acuminate,Cuneate,Compound,Pinnate,Present,Flat,Collenchyma,Spreading,Aromatic,Green,Medium,Medium
Shiny-leaf prickly-ash,Oblong,Dentate,Leathery,Alternate,Obtuse,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Horizontal,Aromatic,Dark green,Medium,Medium
Shiny-leaf prickly-ash,Ovate,Undulate,Leathery,Alternate,Acuminate,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Spreading,Aromatic,Green,Medium,Medium
Shiny-leaf prickly-ash,Ovate,Crenate,Leathery,Alternate,Obtuse,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Spreading,Aromatic,Green,Medium,Medium
Shiny-leaf prickly-ash,Oblong,Undulate,Glossy,Alternate,Acuminate,Cuneate,Compound,Pinnate,Present,Flat,Collenchyma,Horizontal,Aromatic,Dark green,Thick,Medium
Shiny-leaf prickly-ash,Oblong,Dentate,Glossy,Alternate,Acuminate,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Horizontal,Aromatic,Green,Medium,Medium
Shiny-leaf prickly-ash,Oblong,Spiny,Glossy,Alternate,Acuminate,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Spreading,Aromatic,Dark green,Thick,Medium
Shiny-leaf prickly-ash,Oblong,Crenate,Glabrous,Alternate,Acuminate,Cordate,Compound,Pinnate,Present,Flat,Collenchyma,Spreading,Aromatic,Green,Medium,Medium
Shiny-leaf prickly-ash,Elliptic,Dentate,Leathery,Alternate,Acute,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Horizontal,Aromatic,Dark green,Thick,Medium
Shiny-leaf prickly-ash,Oblong,Undulate,Glossy,Alternate,Obtuse,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Spreading,Aromatic,Dark green,Medium,Medium
Shiny-leaf prickly-ash,Elliptic,Spiny,Glabrous,Alternate,Acute,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Spreading,Aromatic,Green,Medium,Medium
Shiny-leaf prickly-ash,Oblong,Spiny,Leathery,Alternate,Acute,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Spreading,Aromatic,Green,Medium,Medium
Shiny-leaf prickly-ash,Elliptic,Dentate,Glossy,Alternate,Acuminate,Cuneate,Compound,Pinnate,Present,Flat,Parenchyma,Spreading,Aromatic,Green,Medium,Medium
